,song_link,id,release_year,duration_ms.x,explicit,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
14098,https://open.spotify.com/track/5qsQZxrp60YK1Fy0xMLfBp,5qsQZxrp60YK1Fy0xMLfBp,1994,178533,FALSE,Christmas Dreaming,57.0,0.175,0.124,10.0,-17.013,1.0,0.0357,0.867,4.03e-06,0.319,0.145,90.858,3.0
14099,https://open.spotify.com/track/5QTbSuoVxRZLch1FkUFaIz,5QTbSuoVxRZLch1FkUFaIz,2019,206733,TRUE,ALL IN,54.0,0.895,0.394,1.0,-8.8,1.0,0.407,0.000686,0.0,0.239,0.491,141.008,4.0
14100,https://open.spotify.com/track/5QTdOvIF2ehBMZpSIIGzIo,5QTdOvIF2ehBMZpSIIGzIo,2017,199209,TRUE,Honey,72.0,0.606,0.24,3.0,-7.102,1.0,0.0369,0.772,0.0,0.0819,0.526,96.792,4.0
14101,https://open.spotify.com/track/5qtdQvpD4Hv8j6FZITo7Us,5qtdQvpD4Hv8j6FZITo7Us,2017,202553,TRUE,Fuck A Friend Zone,45.0,0.57,0.482,1.0,-12.1,1.0,0.0459,0.373,0.0173,0.103,0.076,172.015,4.0
14102,https://open.spotify.com/track/5qTvkDrSfvwDv6RBjjcfQr,5qTvkDrSfvwDv6RBjjcfQr,2002,211666,FALSE,Get Busy,73.0,0.735,0.824,10.0,-4.143,0.0,0.036,0.615,0.0,0.158,0.726,100.202,4.0
14103,https://open.spotify.com/track/5QTxFnGygVM4jFQiBovmRo,5QTxFnGygVM4jFQiBovmRo,1976,308120,FALSE,(Don't Fear) The Reaper,76.0,0.333,0.927,9.0,-8.55,0.0,0.0733,0.0029,0.000208,0.297,0.385,141.466,4.0
14105,https://open.spotify.com/track/5QUJaXAmiCaj1tHsL1EEjs,5QUJaXAmiCaj1tHsL1EEjs,2020,229160,TRUE,Don't Go,34.0,0.713,0.653,2.0,-6.343,1.0,0.296,0.115,0.000321,0.211,0.415,96.041,4.0
14106,https://open.spotify.com/track/5QvBXUm5MglLJ3iBfTX2Wo,5QvBXUm5MglLJ3iBfTX2Wo,2019,177226,TRUE,RUNNING OUT OF TIME,67.0,0.36,0.391,6.0,-10.6,1.0,0.0528,0.296,0.000406,0.129,0.162,84.281,4.0
14107,https://open.spotify.com/track/5qVGa32mWy7xVIcHBspk3P,5qVGa32mWy7xVIcHBspk3P,2020,152000,FALSE,SO CONFUSED,45.0,0.575,0.486,11.0,-11.727,1.0,0.042,0.52,0.0,0.277,0.132,92.901,4.0
14108,https://open.spotify.com/track/5QVVZCiiLA4U6ZPA1OXU5f,5QVVZCiiLA4U6ZPA1OXU5f,2018,132923,TRUE,Square Up,51.0,0.912,0.473,10.0,-6.629,1.0,0.588,0.174,0.0,0.154,0.616,130.162,4.0
14109,https://open.spotify.com/track/5qW6ZYct54PhKliCntyxRX,5qW6ZYct54PhKliCntyxRX,2013,293973,FALSE,Cover Me Up,61.0,0.429,0.093,3.0,-15.944,1.0,0.0433,0.882,0.00703,0.111,0.208,129.661,3.0
14113,https://open.spotify.com/track/5QXqz1KDz8Z8DmfQoxWmmy,5QXqz1KDz8Z8DmfQoxWmmy,1968,235826,FALSE,Care Of Cell 44,52.0,0.421,0.58,7.0,-7.011,1.0,0.0285,0.265,0.0136,0.0973,0.403,129.959,4.0
14114,https://open.spotify.com/track/5qXUIehZetSx94f6QNT88w,5qXUIehZetSx94f6QNT88w,2012,159973,FALSE,Jingle Bells (feat. The Puppini Sisters),74.0,0.702,0.588,5.0,-5.914,1.0,0.0563,0.634,0.0,0.198,0.849,122.945,3.0
14115,https://open.spotify.com/track/5qyq1H5OPMlfuvZQ1wQNo7,5qyq1H5OPMlfuvZQ1wQNo7,1967,179120,FALSE,(Your Love Keeps Lifting Me) Higher & Higher,68.0,0.634,0.677,2.0,-7.19,1.0,0.0448,0.318,0.0,0.0902,0.939,95.792,4.0
14116,https://open.spotify.com/track/5qz5bVpsnEJfsq3usdSY1Z,5qz5bVpsnEJfsq3usdSY1Z,2020,257650,TRUE,JOKER RETURNS,60.0,0.816,0.734,10.0,-6.896,0.0,0.311,0.122,0.0,0.136,0.456,152.936,4.0
14117,https://open.spotify.com/track/5QzdYVqeAPnlBfbuJQ2AaO,5QzdYVqeAPnlBfbuJQ2AaO,2019,201933,FALSE,Down to Earth,60.0,0.609,0.335,0.0,-9.378,1.0,0.0372,0.236,0.0,0.0595,0.342,85.077,4.0
14118,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV,5QZKcQDp0tCcvMdyqEciBV,2020,224638,TRUE,Tommy Lee (feat. Post Malone),79.0,0.457,0.621,10.0,-5.923,1.0,0.138,0.218,0.0,0.0944,0.634,85.359,3.0
14119,https://open.spotify.com/track/5R0b6aGJH9J6BW4eNUgYDd,5R0b6aGJH9J6BW4eNUgYDd,2014,224014,TRUE,John Gotti,54.0,0.564,0.567,10.0,-7.607,0.0,0.382,0.0736,0.0,0.256,0.508,128.912,4.0
14120,https://open.spotify.com/track/5R2DZitRTDYtrkCoJiddct,5R2DZitRTDYtrkCoJiddct,1987,94906,FALSE,Stay,55.0,0.555,0.404,7.0,-14.187,0.0,0.0621,0.842,0.0,0.218,0.736,120.509,4.0
14122,https://open.spotify.com/track/5R4fSg6JqyfT2IQLC4D7GW,5R4fSg6JqyfT2IQLC4D7GW,2017,180800,FALSE,Nice Boys,68.0,0.557,0.672,2.0,-10.802,1.0,0.104,0.478,0.803,0.223,0.324,75.108,4.0
14125,https://open.spotify.com/track/5R9a4t5t5O0IsznsrKPVro,5R9a4t5t5O0IsznsrKPVro,2008,193213,FALSE,Single Ladies (Put a Ring on It),68.0,0.426,0.584,1.0,-5.293,1.0,0.296,0.0383,0.0,0.188,0.272,193.437,4.0
14127,https://open.spotify.com/track/5rAM2UW8MeVtBxKoNTRXUE,5rAM2UW8MeVtBxKoNTRXUE,2019,135000,TRUE,Rather Do,64.0,0.859,0.545,9.0,-9.39,1.0,0.248,0.853,0.0,0.0928,0.722,128.0,4.0
14128,https://open.spotify.com/track/5RAOpABOX9j22CuvyoMnmW,5RAOpABOX9j22CuvyoMnmW,2020,176904,FALSE,Quien Eres Tu,47.0,0.714,0.494,11.0,-7.701,0.0,0.0528,0.178,0.0,0.164,0.373,132.984,4.0
14129,https://open.spotify.com/track/5raTDhlbxFDnpn89bxArdH,5raTDhlbxFDnpn89bxArdH,2020,212354,TRUE,That Way,73.0,0.719,0.611,7.0,-5.01,0.0,0.0403,0.0582,0.0,0.155,0.489,129.962,4.0
14131,https://open.spotify.com/track/5ravc2aiNoYmu9m37diYXW,5ravc2aiNoYmu9m37diYXW,2019,158691,TRUE,Start Wit Me (feat. Gunna),61.0,0.886,0.479,4.0,-8.054,0.0,0.334,0.077,0.0,0.135,0.408,130.029,4.0
14132,https://open.spotify.com/track/5rB5mfeFCkUI3nkHQMMZ3K,5rB5mfeFCkUI3nkHQMMZ3K,2020,175992,FALSE,"Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)",64.0,0.661,0.779,1.0,-3.995,0.0,0.0678,0.00604,0.0,0.218,0.67,129.911,4.0
14133,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX,5rb9QrpfcKFHM1EUbSIurX,2004,250373,FALSE,Yeah! (feat. Lil Jon & Ludacris),82.0,0.894,0.791,2.0,-4.699,1.0,0.112,0.0183,0.0,0.0388,0.583,105.018,4.0
14134,https://open.spotify.com/track/5rBb2uP6oXtenyXSjNee6W,5rBb2uP6oXtenyXSjNee6W,2020,131200,FALSE,Gloom,66.0,0.782,0.349,11.0,-11.464,1.0,0.0675,0.838,0.951,0.119,0.262,74.913,4.0
14135,https://open.spotify.com/track/5rBUuAPGWc6ldmatX7XpUH,5rBUuAPGWc6ldmatX7XpUH,1993,183226,FALSE,If You Are But A Dream (with The Bobby Tucker Singers),56.0,0.209,0.226,10.0,-15.961,1.0,0.0346,0.919,0.125,0.272,0.138,86.775,4.0
14140,https://open.spotify.com/track/5rfJ2Bq2PEL8yBjZLzouEu,5rfJ2Bq2PEL8yBjZLzouEu,1981,201293,FALSE,Who Can It Be Now?,67.0,0.805,0.479,4.0,-14.734,1.0,0.0436,0.0627,0.000143,0.104,0.962,128.411,4.0
14142,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV,5RGf8qn1TBWVplLyyKUsuV,2016,217051,FALSE,Blood Sweat & Tears,74.0,0.583,0.885,0.0,-3.571,0.0,0.106,0.0244,0.0,0.357,0.601,92.959,4.0
14143,https://open.spotify.com/track/5RgFlk1fcClZd0Y4SGYhqH,5RgFlk1fcClZd0Y4SGYhqH,1977,201373,FALSE,She's Always a Woman,72.0,0.292,0.324,3.0,-11.996,1.0,0.0346,0.797,0.000473,0.12,0.384,176.631,3.0
14144,https://open.spotify.com/track/5rgrBsAFYMun6yhtnLKRPz,5rgrBsAFYMun6yhtnLKRPz,2015,249320,FALSE,Right My Wrongs,72.0,0.543,0.449,1.0,-8.065,1.0,0.0463,0.345,0.0,0.157,0.29,132.609,4.0
14146,https://open.spotify.com/track/5RH7e8dotrJNLdfbDgXkxG,5RH7e8dotrJNLdfbDgXkxG,2016,138153,FALSE,Angels We Have Heard on High,64.0,0.578,0.0616,9.0,-23.99,1.0,0.052,0.994,0.96,0.0866,0.354,77.716,4.0
14149,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76,5ri4zqtWhG07hIuNNDWP76,2020,178156,FALSE,Fly Away,80.0,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,4.0
14150,https://open.spotify.com/track/5rIuVlKlLCfuQyt5eyzxOy,5rIuVlKlLCfuQyt5eyzxOy,2012,324266,FALSE,Goodbye in Her Eyes,57.0,0.4,0.558,3.0,-7.393,1.0,0.038,0.163,3.76e-06,0.0879,0.376,81.271,4.0
14152,https://open.spotify.com/track/5rKqhNh51zpR7WBfg6lKlo,5rKqhNh51zpR7WBfg6lKlo,2020,138930,FALSE,Lines - Instrumental,46.0,0.767,0.525,7.0,-14.839,1.0,0.0647,0.00616,0.921,0.0988,0.166,89.989,4.0
14154,https://open.spotify.com/track/5rLi8B8qgk6qThwRnKHW2P,5rLi8B8qgk6qThwRnKHW2P,2011,226680,FALSE,The Ballad of Mona Lisa,67.0,0.436,0.893,9.0,-4.18,0.0,0.0556,0.000362,0.0,0.103,0.0794,124.113,4.0
14157,https://open.spotify.com/track/5RoIXwyTCdyUjpMMkk4uPd,5RoIXwyTCdyUjpMMkk4uPd,2009,230800,FALSE,Sweet Disposition,64.0,0.531,0.821,2.0,-6.812,1.0,0.0439,0.0701,0.171,0.124,0.34,129.139,4.0
14160,https://open.spotify.com/track/5rPZMrKqHHVVCYOom7OkFO,5rPZMrKqHHVVCYOom7OkFO,2014,245192,FALSE,GOOD BOY,62.0,0.745,0.825,1.0,-3.162,0.0,0.0352,0.000875,0.000218,0.0828,0.242,95.001,4.0
14161,https://open.spotify.com/track/5rPzPAaOUceS8HiAculegz,5rPzPAaOUceS8HiAculegz,2004,261800,FALSE,Bad Girl,64.0,0.777,0.829,6.0,-6.905,0.0,0.268,0.245,0.0,0.207,0.835,87.998,4.0
14162,https://open.spotify.com/track/5RQH8TE8BizayOiD2f6hr7,5RQH8TE8BizayOiD2f6hr7,2020,94040,TRUE,Runnin',42.0,0.823,0.848,11.0,-5.171,1.0,0.36,0.512,0.0,0.348,0.596,124.984,4.0
14165,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,5RqR4ZCCKJDcBLIn4sih9l,2020,147800,FALSE,Party Girl,83.0,0.728,0.431,6.0,-9.966,0.0,0.0622,0.749,0.0,0.0996,0.629,130.022,4.0
14166,https://open.spotify.com/track/5RRytwqG4PAo6ac547TX9y,5RRytwqG4PAo6ac547TX9y,2020,153727,TRUE,Too Rich (feat. Z Money),45.0,0.684,0.632,7.0,-6.738,1.0,0.287,0.784,0.000319,0.101,0.376,140.002,4.0
14167,https://open.spotify.com/track/5Rse8If81NbzXL1ARjHOTB,5Rse8If81NbzXL1ARjHOTB,2020,145792,FALSE,Pretty Please,71.0,0.686,0.867,6.0,-4.396,0.0,0.0449,0.0397,4.18e-05,0.396,0.691,126.068,4.0
14168,https://open.spotify.com/track/5RsKelNxucrDxgMbZ3vd3W,5RsKelNxucrDxgMbZ3vd3W,2020,160465,TRUE,Young & Alive,75.0,0.716,0.563,3.0,-5.486,1.0,0.0425,0.326,0.0,0.119,0.495,86.005,4.0
14169,https://open.spotify.com/track/5RsUlxLto4NZbhJpqJbHfN,5RsUlxLto4NZbhJpqJbHfN,1981,194120,FALSE,Jessie's Girl,71.0,0.727,0.832,2.0,-5.851,1.0,0.05,0.164,0.0,0.105,0.822,131.703,4.0
14170,https://open.spotify.com/track/5rSVQzJQ5nMUcFJDkJMfzL,5rSVQzJQ5nMUcFJDkJMfzL,2020,199991,TRUE,First Place,66.0,0.656,0.566,0.0,-9.501,1.0,0.339,0.0125,0.0,0.0655,0.563,137.215,4.0
14171,https://open.spotify.com/track/5RtcfcgKEchfxoKCHGKziN,5RtcfcgKEchfxoKCHGKziN,2013,241280,FALSE,Un Minuto,60.0,0.681,0.565,2.0,-7.309,1.0,0.0362,0.485,0.0,0.169,0.879,122.637,1.0
14174,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY,5RubKOuDoPn5Kj5TLVxSxY,2020,130013,TRUE,TE MUDASTE,89.0,0.811,0.637,10.0,-4.835,0.0,0.0591,0.234,0.000572,0.118,0.471,92.025,4.0
14175,https://open.spotify.com/track/5rUS05Wr1Z6vXOwcRbiO4V,5rUS05Wr1Z6vXOwcRbiO4V,2020,60003,TRUE,Latch Jersey Club (Freestyle),54.0,0.694,0.821,1.0,-6.464,1.0,0.258,0.286,0.0,0.134,0.558,136.229,4.0
14176,https://open.spotify.com/track/5ruzrDWcT0vuJIOMW7gMnW,5ruzrDWcT0vuJIOMW7gMnW,2020,309053,FALSE,The Adults Are Talking,72.0,0.593,0.749,5.0,-5.671,1.0,0.0475,0.0116,0.108,0.314,0.65,164.961,4.0
14180,https://open.spotify.com/track/5rwq6R0Uq0BngM3rdmCeNg,5rwq6R0Uq0BngM3rdmCeNg,2003,277000,FALSE,Collide - Acoustic Version,67.0,0.582,0.253,10.0,-11.43,1.0,0.0259,0.827,2.95e-05,0.091,0.294,90.184,4.0
14181,https://open.spotify.com/track/5rX6C5QVvvZB7XckETNych,5rX6C5QVvvZB7XckETNych,2007,297586,FALSE,All Summer Long,73.0,0.7,0.864,7.0,-3.629,1.0,0.0283,0.0212,0.0,0.0956,0.887,102.997,4.0
14182,https://open.spotify.com/track/5RXmLhscstsdvWPN0XtUa0,5RXmLhscstsdvWPN0XtUa0,2020,195000,FALSE,Black Catcher,69.0,0.586,0.892,11.0,-5.259,0.0,0.0349,0.00079,4.05e-06,0.16,0.665,100.04,4.0
14183,https://open.spotify.com/track/5rxPO6NL7tr0rG6JGrddKp,5rxPO6NL7tr0rG6JGrddKp,2016,284693,FALSE,1990x,40.0,0.626,0.674,10.0,-7.455,0.0,0.0463,0.0553,0.00205,0.107,0.762,121.052,4.0
14187,https://open.spotify.com/track/5rYpwP1dHWGVMrSZbTmt3e,5rYpwP1dHWGVMrSZbTmt3e,2018,207586,TRUE,Life is Beautiful,77.0,0.533,0.638,10.0,-9.411,1.0,0.0636,0.0385,0.000932,0.0758,0.324,135.056,4.0
14189,https://open.spotify.com/track/5ryUtBADP0w838HUJAmNKY,5ryUtBADP0w838HUJAmNKY,2014,288053,FALSE,Hope (Xavier's Theme),49.0,0.355,0.0748,9.0,-21.293,0.0,0.0334,0.865,0.897,0.0699,0.0395,131.956,4.0
14191,https://open.spotify.com/track/5RzFJd6W40SDTyZkX6xx45,5RzFJd6W40SDTyZkX6xx45,2009,237120,FALSE,I Know You Want Me (Calle Ocho),67.0,0.82,0.731,9.0,-6.02,1.0,0.159,0.0133,1.94e-05,0.131,0.793,127.076,4.0
14193,https://open.spotify.com/track/5RZt3aBokyH2EEqWBef7uS,5RZt3aBokyH2EEqWBef7uS,2019,131214,TRUE,wanna grow old (i won't let go),61.0,0.74,0.199,4.0,-8.575,0.0,0.0366,0.835,2.05e-06,0.116,0.486,75.013,4.0
14195,https://open.spotify.com/track/5s14v7sHVghrPTS2CLgzI1,5s14v7sHVghrPTS2CLgzI1,2020,165698,TRUE,Real Life (feat. Roddy Ricch & Mustard),63.0,0.733,0.633,1.0,-6.055,0.0,0.0919,0.0687,0.0,0.149,0.32,97.078,4.0
14197,https://open.spotify.com/track/5s1VKglR9uPZL6H3VVNK9P,5s1VKglR9uPZL6H3VVNK9P,2015,228299,FALSE,Hello,52.0,0.63,0.815,9.0,-2.752,1.0,0.0351,0.0128,1.19e-05,0.114,0.515,140.002,4.0
14198,https://open.spotify.com/track/5s2coZZQHU7IN6ErpXFula,5s2coZZQHU7IN6ErpXFula,2019,207440,FALSE,Right Where You Should Be (feat. Ashe & Louis Futon),54.0,0.513,0.444,5.0,-6.578,1.0,0.0356,0.161,4.74e-05,0.129,0.506,91.084,4.0
14199,https://open.spotify.com/track/5s2zbxZI4Ym5LTKwjZHS2V,5s2zbxZI4Ym5LTKwjZHS2V,2019,122338,FALSE,Jealous,67.0,0.474,0.921,9.0,-10.431,0.0,0.0457,0.00491,0.859,0.476,0.696,93.007,4.0
14202,https://open.spotify.com/track/5s7m2xNZWgz5FqVSIvJcGA,5s7m2xNZWgz5FqVSIvJcGA,2004,200306,FALSE,Save a Horse (Ride a Cowboy),68.0,0.7,0.896,2.0,-2.276,1.0,0.191,0.108,0.0,0.453,0.817,102.065,4.0
14203,https://open.spotify.com/track/5S8TnsIYMVrUg1bKxiGf6e,5S8TnsIYMVrUg1bKxiGf6e,2019,254653,FALSE,Dear Rodeo,59.0,0.482,0.654,10.0,-5.268,1.0,0.0265,0.00881,0.000164,0.111,0.353,146.192,4.0
14204,https://open.spotify.com/track/5S9lfZu1YF8xKkgSsqL2Bd,5S9lfZu1YF8xKkgSsqL2Bd,2015,257200,FALSE,Elastic Heart,65.0,0.421,0.791,9.0,-4.998,1.0,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4.0
14206,https://open.spotify.com/track/5SAUIWdZ04OxYfJFDchC7S,5SAUIWdZ04OxYfJFDchC7S,1972,342173,FALSE,Smoke on the Water,64.0,0.632,0.586,0.0,-11.333,1.0,0.0284,0.0983,0.581,0.0535,0.89,114.243,4.0
14207,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ,5sbooPcNgIE22DwO0VNGUJ,2018,191100,FALSE,POP/STARS,78.0,0.566,0.769,7.0,-4.342,1.0,0.0872,0.0183,0.0,0.108,0.385,170.036,4.0
14208,https://open.spotify.com/track/5SBPdm1dAz7WhgmSQVfOew,5SBPdm1dAz7WhgmSQVfOew,2016,240461,FALSE,All I Need (feat. Xavier Om√§r,47.0,0.645,0.364,6.0,-9.699,0.0,0.429,0.772,0.0,0.114,0.5,91.564,4.0
14210,https://open.spotify.com/track/5sbZj8hcae2ebXVBonKQ6g,5sbZj8hcae2ebXVBonKQ6g,2020,163758,FALSE,Your Man,73.0,0.785,0.818,7.0,-8.711,1.0,0.099,0.624,0.149,0.149,0.0503,117.98,4.0
14211,https://open.spotify.com/track/5scw7DWTRzsKzeA05QtCQB,5scw7DWTRzsKzeA05QtCQB,1998,244693,FALSE,Por Que Te Conoc√,60.0,0.651,0.553,2.0,-10.1,1.0,0.0269,0.393,0.00691,0.154,0.607,88.095,4.0
14213,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH,5SE57ljOIUJ1ybL9U6CuBH,2017,223122,FALSE,DNA,71.0,0.598,0.775,1.0,-4.035,0.0,0.0545,0.022,0.0,0.0677,0.687,129.819,4.0
14214,https://open.spotify.com/track/5SehvGGC53A7SZKCLXQcyt,5SehvGGC53A7SZKCLXQcyt,2018,225040,FALSE,Nico and the Niners,69.0,0.728,0.602,9.0,-7.748,0.0,0.185,0.0699,7.01e-06,0.318,0.328,140.081,4.0
14215,https://open.spotify.com/track/5SEjKY2Q0hQTmSfd8lHnGJ,5SEjKY2Q0hQTmSfd8lHnGJ,2020,146510,FALSE,Mistletoe And Holly,60.0,0.612,0.255,10.0,-11.956,1.0,0.0457,0.903,0.911,0.133,0.295,123.2,4.0
14217,https://open.spotify.com/track/5SEvxpu5ImOFOcXyeM8fbx,5SEvxpu5ImOFOcXyeM8fbx,2020,192735,FALSE,Dream of You (with R3HAB),71.0,0.659,0.738,5.0,-3.894,0.0,0.0659,0.0347,2.26e-06,0.114,0.615,117.081,4.0
14218,https://open.spotify.com/track/5seWZTjT0U8a7cy3Y5NJQ9,5seWZTjT0U8a7cy3Y5NJQ9,2020,176388,FALSE,Like Gold,69.0,0.759,0.845,6.0,-6.794,0.0,0.0421,0.0699,8.65e-05,0.215,0.694,124.0,4.0
14219,https://open.spotify.com/track/5sF7hdYvhrcgNq8NZjfK8L,5sF7hdYvhrcgNq8NZjfK8L,2014,189475,FALSE,Not About Angels,75.0,0.405,0.111,0.0,-11.879,1.0,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,4.0
14220,https://open.spotify.com/track/5sF9WD3MnaoHQjJD2sL75D,5sF9WD3MnaoHQjJD2sL75D,2018,128174,TRUE,Boot It Up,57.0,0.875,0.44,11.0,-8.701,0.0,0.299,0.0388,0.0,0.127,0.311,100.519,4.0
14221,https://open.spotify.com/track/5sFDReWLrZHLFZFjHsjUTS,5sFDReWLrZHLFZFjHsjUTS,1992,206773,FALSE,Would?,71.0,0.305,0.832,6.0,-7.981,1.0,0.0398,0.000332,2.4e-05,0.091,0.585,100.677,4.0
14222,https://open.spotify.com/track/5SFTZsHW3HdCp9f1zbzitS,5SFTZsHW3HdCp9f1zbzitS,2017,120058,TRUE,Revenge,58.0,0.708,0.235,11.0,-16.156,0.0,0.318,0.772,0.00238,0.103,0.169,139.998,4.0
14225,https://open.spotify.com/track/5ShenzydHxkHm8w6vdJxMT,5ShenzydHxkHm8w6vdJxMT,2020,240722,FALSE,Save Me,65.0,0.678,0.404,0.0,-9.55,1.0,0.027,0.655,0.0,0.249,0.353,83.104,3.0
14227,https://open.spotify.com/track/5sIx4BlfYGuZeSLF40N9GH,5sIx4BlfYGuZeSLF40N9GH,2018,217286,FALSE,Remind Me to Forget,70.0,0.685,0.508,0.0,-6.4,1.0,0.0987,0.193,0.0,0.139,0.315,99.063,4.0
14229,https://open.spotify.com/track/5SjcWE3c7dn0xQbrRLeczT,5SjcWE3c7dn0xQbrRLeczT,2020,161371,TRUE,Tipsy - Spotify Singles,52.0,0.684,0.381,11.0,-9.3,0.0,0.0342,0.0926,0.0,0.107,0.431,125.058,4.0
14230,https://open.spotify.com/track/5sjIhQzNljMVrDklI91ezp,5sjIhQzNljMVrDklI91ezp,2016,189466,FALSE,A Guy with a Girl,63.0,0.552,0.893,0.0,-4.593,1.0,0.0383,0.0158,0.0,0.105,0.777,163.948,4.0
14231,https://open.spotify.com/track/5sjoJa0YmBCCPMrBPsBMge,5sjoJa0YmBCCPMrBPsBMge,2013,257533,FALSE,Departure!,68.0,0.36,0.93,5.0,-4.748,0.0,0.0515,0.00765,0.0,0.0723,0.483,159.983,4.0
14232,https://open.spotify.com/track/5SjtAe7xzUgHDtNTmt8zS7,5SjtAe7xzUgHDtNTmt8zS7,2020,207265,FALSE,MODUS,74.0,0.738,0.533,7.0,-7.617,1.0,0.0492,0.183,0.000252,0.115,0.262,132.008,4.0
14235,https://open.spotify.com/track/5SktByiXCRrvt1ibvRFLQo,5SktByiXCRrvt1ibvRFLQo,2019,186044,TRUE,Hennessy and Moscato,61.0,0.719,0.535,8.0,-9.665,0.0,0.377,0.388,0.0,0.108,0.513,93.063,4.0
14236,https://open.spotify.com/track/5sl2735QKaOmL8UL4Q39Ut,5sl2735QKaOmL8UL4Q39Ut,2011,170306,TRUE,Peso,62.0,0.527,0.831,10.0,-6.876,0.0,0.27,0.167,0.0,0.0861,0.584,140.017,4.0
14237,https://open.spotify.com/track/5SlU0Yhi51jobhEiGE4xDv,5SlU0Yhi51jobhEiGE4xDv,2018,206511,TRUE,2 soon,70.0,0.517,0.663,6.0,-6.688,0.0,0.0375,0.146,0.0,0.322,0.146,174.032,4.0
14240,https://open.spotify.com/track/5sNESr6pQfIhL3krM8CtZn,5sNESr6pQfIhL3krM8CtZn,2004,205733,TRUE,Numb / Encore,76.0,0.687,0.793,2.0,-4.254,1.0,0.166,0.0603,0.0,0.582,0.751,107.045,4.0
14241,https://open.spotify.com/track/5snyhxAh55A2wlNRH7VVZJ,5snyhxAh55A2wlNRH7VVZJ,2013,394573,FALSE,Another Love - Zwette Edit,66.0,0.87,0.554,4.0,-5.828,0.0,0.0635,0.0802,0.0739,0.115,0.462,123.998,4.0
14242,https://open.spotify.com/track/5sO5U27s6EUGMBj4fkqUyz,5sO5U27s6EUGMBj4fkqUyz,1990,192800,FALSE,Te Quiero,59.0,0.563,0.334,2.0,-13.963,1.0,0.0292,0.507,2.89e-05,0.0995,0.412,79.168,4.0
14243,https://open.spotify.com/track/5soMJpcVhSrGrB4prvPL6P,5soMJpcVhSrGrB4prvPL6P,2016,257734,FALSE,Rip & Tear,67.0,0.506,0.882,9.0,-8.683,1.0,0.0737,0.000655,0.795,0.174,0.14,107.994,4.0
14248,https://open.spotify.com/track/5sra5UY6sD658OabHL3QtI,5sra5UY6sD658OabHL3QtI,2009,216480,FALSE,Empire State of Mind (Part II) Broken Down,74.0,0.479,0.368,6.0,-7.784,1.0,0.0341,0.739,4.1e-05,0.118,0.142,92.959,4.0
14249,https://open.spotify.com/track/5SRbCgZtJwjql6ITCrRmeV,5SRbCgZtJwjql6ITCrRmeV,2020,216045,FALSE,Upside Down (feat. Grouplove),54.0,0.51,0.748,2.0,-5.955,1.0,0.0776,0.00964,0.00163,0.161,0.327,164.982,3.0
14250,https://open.spotify.com/track/5srKMwXoeyrRnyTnNbpgIW,5srKMwXoeyrRnyTnNbpgIW,2020,142765,TRUE,People I Don't Like,68.0,0.747,0.573,11.0,-6.562,0.0,0.295,0.268,0.0,0.302,0.551,90.036,4.0
14252,https://open.spotify.com/track/5srN6AsOjsfILQJ0uV5otK,5srN6AsOjsfILQJ0uV5otK,2020,185000,FALSE,Tomorrow (feat. 433) - Ummet Ozcan Remix,64.0,0.715,0.79,10.0,-6.374,0.0,0.0343,0.00221,0.564,0.207,0.258,127.95,4.0
14253,https://open.spotify.com/track/5sROh6d6fNixVMBACakSwx,5sROh6d6fNixVMBACakSwx,2020,386990,FALSE,Nuvole bianche,0.0,0.391,0.194,8.0,-21.439,1.0,0.0569,0.992,0.918,0.0975,0.0375,105.127,4.0
14254,https://open.spotify.com/track/5Ss6DqCldgTmIo6BekVOJT,5Ss6DqCldgTmIo6BekVOJT,2017,176760,FALSE,You Say I'm in Love,67.0,0.625,0.285,1.0,-16.686,0.0,0.0537,0.438,0.00279,0.192,0.357,140.02,4.0
14256,https://open.spotify.com/track/5SspaMrPfWyRCS0GpjIxa6,5SspaMrPfWyRCS0GpjIxa6,2020,149052,FALSE,Good Example (with Andy Grammer),72.0,0.456,0.496,1.0,-6.986,1.0,0.0743,0.427,0.0,0.134,0.45,90.552,4.0
14258,https://open.spotify.com/track/5Ssv6DaKrW0HczVqx6zXdl,5Ssv6DaKrW0HczVqx6zXdl,2008,200613,FALSE,Diva,61.0,0.875,0.551,6.0,-6.744,0.0,0.317,0.0488,0.00728,0.0537,0.861,146.092,4.0
